"X10_mais.ricos_por_40_mais_pobres","X20_mais_ricos_por_40_mais_pobres","renda_per_capita_quinto_mais_pobre","renda_per_capita_quinto_mais_rico","Renda.per.capita.dos.extremamente.pobres","Renda.per.capita.dos.pobres","Renda.per.capita.dos.vulneráveis.à.pobreza","X..de.extremamente.pobres","X..de.pobres.2016","X..de.vulneráveis.à.pobreza.2016","gini","theil.L","atkinson","populacao","area","dens_demo","taxa_homicidio","idhm_educacao","idhm_renda","idhm"
1,0.9922803084688346,-0.6603925997441363,-0.04149407805055462,0.5518089793852677,0.17827245461721067,-0.6933285814643544,0.6276676456116306,0.6472199530511057,0.6257274023762621,0.9849909013765731,0.992591009969324,0.9422324525152407,-0.1000711920837607,-0.05872326852629282,0.2763720553046798,0.42161769512867664,-0.2780867043616374,-0.3218679003892376,-0.3320107917400017
0.9922803084688346,1,-0.6385052120787581,0.0016366333307320442,0.5205990882122402,0.1651949601784689,-0.6784799642589094,0.6119313017227205,0.6288842210226326,0.6043186468992332,0.9742587215022229,0.9843921110742234,0.9434315177637755,-0.13762522104315772,-0.07715277199696366,0.3164761750059701,0.41021496703871874,-0.24503923441831219,-0.2911317261190854,-0.3032064259944497
-0.6603925997441363,-0.6385052120787581,1,0.7391127648652914,-0.8595909509579122,-0.41978806516589084,0.893519573657203,-0.90973704265498,-0.9500563770731639,-0.9719785678605316,-0.6779458209440553,-0.6979981655327555,-0.8221854431684545,0.3292979221525667,-0.11379950798388888,0.31471729562436035,-0.6439783406971842,0.7386164562165498,0.904265830907898,0.8839575635752334
-0.04149407805055462,0.0016366333307320442,0.7391127648652914,1,-0.6782865774459401,-0.37638895559753305,0.616539883626811,-0.6860813452049362,-0.729292828602544,-0.7617370698420962,-0.051466161233669615,-0.07761007895345332,-0.27442189715646803,0.3431955579133166,-0.23809194032667536,0.7638988488052374,-0.5054229020300453,0.7559555246219568,0.9379630887581673,0.8893575445407014
0.5518089793852677,0.5205990882122402,-0.8595909509579122,-0.6782865774459401,1,0.5370016022825845,-0.7666590656561973,0.7935298850152771,0.8716200505302302,0.8842920654272239,0.572522150027979,0.6063640670931167,0.6682113860889027,-0.3017565224814454,0.18848993746487677,-0.37101779661490214,0.4696462057385971,-0.75046339527067,-0.823603986023118,-0.815936140878514
0.17827245461721067,0.1651949601784689,-0.41978806516589084,-0.37638895559753305,0.5370016022825845,1,-0.11219599095861983,0.15211893782030123,0.34336548783261667,0.4260704097935168,0.2362799440604773,0.21286390697719093,0.21421582846438877,-0.3191688878148366,0.253506320108895,-0.36152629660998364,0.3644630519620556,-0.40069028224688663,-0.4131003661910471,-0.4474003787312752
-0.6933285814643544,-0.6784799642589094,0.893519573657203,0.616539883626811,-0.7666590656561973,-0.11219599095861983,1,-0.9633847894928707,-0.9451345642763639,-0.8966891170170387,-0.6723829230165015,-0.7164753072387285,-0.8323821578797433,0.21802331041692408,-0.008604279369706487,0.18934163198052395,-0.5073314305668739,0.6415822721312204,0.7973524032093806,0.754883967069884
0.6276676456116306,0.6119313017227205,-0.90973704265498,-0.6860813452049362,0.7935298850152771,0.15211893782030123,-0.9633847894928707,1,0.9688628541207245,0.932106511261216,0.6089811447838095,0.6578287933278039,0.7810954185894688,-0.2568556882984521,0.06492070619517241,-0.25182801384835224,0.49021609479526906,-0.6928427563570059,-0.8633973105834145,-0.821692006486241
0.6472199530511057,0.6288842210226326,-0.9500563770731639,-0.729292828602544,0.8716200505302302,0.34336548783261667,-0.9451345642763639,0.9688628541207245,1,0.9846565732351455,0.6407560318088312,0.6790207528916675,0.7969381844562711,-0.31192224155542503,0.14266410303386964,-0.31223512255930586,0.5651076478805864,-0.7326550388708039,-0.9064694089185924,-0.8702665921564449
0.6257274023762621,0.6043186468992332,-0.9719785678605316,-0.7617370698420962,0.8842920654272239,0.4260704097935168,-0.8966891170170387,0.932106511261216,0.9846565732351455,1,0.6338629726639999,0.6619168685698076,0.7827457054255998,-0.34241197340383184,0.16327081457119152,-0.34163138339419746,0.616485292089285,-0.7534779021550166,-0.9314288769966336,-0.9018036191818246
0.9849909013765731,0.9742587215022229,-0.6779458209440553,-0.051466161233669615,0.572522150027979,0.2362799440604773,-0.6723829230165015,0.6089811447838095,0.6407560318088312,0.6338629726639999,1,0.9916564955575604,0.9377778778757851,-0.048670796924940196,-0.04603953826900588,0.2716668968371533,0.42869209097468153,-0.27854161476583544,-0.33347362046866236,-0.33980302831661763
0.992591009969324,0.9843921110742234,-0.6979981655327555,-0.07761007895345332,0.6063640670931167,0.21286390697719093,-0.7164753072387285,0.6578287933278039,0.6790207528916675,0.6619168685698076,0.9916564955575604,1,0.9521429641275209,-0.09183324761796077,-0.05919806069926087,0.25664303028429053,0.42224499035261365,-0.3141192236783806,-0.36438332401307777,-0.3707547415120548
0.9422324525152407,0.9434315177637755,-0.8221854431684545,-0.27442189715646803,0.6682113860889027,0.21421582846438877,-0.8323821578797433,0.7810954185894688,0.7969381844562711,0.7827457054255998,0.9377778778757851,0.9521429641275209,1,-0.2271402449185943,-0.044674023170044326,0.11648059348269402,0.5367130176916427,-0.4480758837535286,-0.5367512848327504,-0.5350382672666117
-0.1000711920837607,-0.13762522104315772,0.3292979221525667,0.3431955579133166,-0.3017565224814454,-0.3191688878148366,0.21802331041692408,-0.2568556882984521,-0.31192224155542503,-0.34241197340383184,-0.048670796924940196,-0.09183324761796077,-0.2271402449185943,1,0.04515859803813363,0.24485431302696814,-0.40830506827709245,0.4320890937242865,0.36254525754044203,0.44234798172880374
-0.05872326852629282,-0.07715277199696366,-0.11379950798388888,-0.23809194032667536,0.18848993746487677,0.253506320108895,-0.008604279369706487,0.06492070619517241,0.14266410303386964,0.16327081457119152,-0.04603953826900588,-0.05919806069926087,-0.044674023170044326,0.04515859803813363,1,-0.37108318824377323,0.05186920591927739,-0.06175076550885889,-0.21445950436727604,-0.1920691602836489
0.2763720553046798,0.3164761750059701,0.31471729562436035,0.7638988488052374,-0.37101779661490214,-0.36152629660998364,0.18934163198052395,-0.25182801384835224,-0.31223512255930586,-0.34163138339419746,0.2716668968371533,0.25664303028429053,0.11648059348269402,0.24485431302696814,-0.37108318824377323,1,-0.22492547596108436,0.41780239159201643,0.5770875615171608,0.5249346060096347
0.42161769512867664,0.41021496703871874,-0.6439783406971842,-0.5054229020300453,0.4696462057385971,0.3644630519620556,-0.5073314305668739,0.49021609479526906,0.5651076478805864,0.616485292089285,0.42869209097468153,0.42224499035261365,0.5367130176916427,-0.40830506827709245,0.05186920591927739,-0.22492547596108436,1,-0.5522321584063745,-0.5730927896209901,-0.5993607695441888
-0.2780867043616374,-0.24503923441831219,0.7386164562165498,0.7559555246219568,-0.75046339527067,-0.40069028224688663,0.6415822721312204,-0.6928427563570059,-0.7326550388708039,-0.7534779021550166,-0.27854161476583544,-0.3141192236783806,-0.4480758837535286,0.4320890937242865,-0.06175076550885889,0.41780239159201643,-0.5522321584063745,1,0.8050606660578998,0.9093015627309629
-0.3218679003892376,-0.2911317261190854,0.904265830907898,0.9379630887581673,-0.823603986023118,-0.4131003661910471,0.7973524032093806,-0.8633973105834145,-0.9064694089185924,-0.9314288769966336,-0.33347362046866236,-0.36438332401307777,-0.5367512848327504,0.36254525754044203,-0.21445950436727604,0.5770875615171608,-0.5730927896209901,0.8050606660578998,1,0.9596700672709491
-0.3320107917400017,-0.3032064259944497,0.8839575635752334,0.8893575445407014,-0.815936140878514,-0.4474003787312752,0.754883967069884,-0.821692006486241,-0.8702665921564449,-0.9018036191818246,-0.33980302831661763,-0.3707547415120548,-0.5350382672666117,0.44234798172880374,-0.1920691602836489,0.5249346060096347,-0.5993607695441888,0.9093015627309629,0.9596700672709491,1
